2024; ;;;;;PARIS;;;Bretelles pour BP;;;;;SANEF;;;;SAPN;;;;COFIROUTE;;;;AGER NORD;;;;;;;;;;;;;;;;;;;;;AGER NORD et EST;;AGER EST;;;;;;;;;;;;;;;;;;;;;;AGER Est et Sud;;AGER SUD;;;;;;;;;;;;;;;;;;;;;;;;;;AGER OUEST;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;; ; ;; ;75BP Int;75BP Ext;autres;A1;A3;A4;A6b;A13;A1 Y;A1 W;A4San Y;A4San W;A13 Y;A13 W;A14 Y;A14 W;COFA86 Y;COFA86 W;A10COF Y;A10COF W;N184 Int;N184 Ext;N104N Int;N104N Ext;N1/A16;A115 Y;A115 W;A15 Y;A15 W;N14 Y;N14 W;N2_93 Y;N2_93 W;A104N Int;A104N Ext;A1 Y;A1 W;A3 Y;A3 W;A86 Nord Int;A86 Nord Ext;A86 Est Int;A86 Est Ext;N486 Pont W;N486 Pont Y;N1104 Int;N1104 Ext;N1104 Int;N1104 Ext;N2 Y;N2 W;N3 Y;N3 W;N4 Y;N4 W;A104 Est Int;A104 Est Ext;A4 Y;A4 W;N104 Est Int;N104 Est Ext;N19Y;N19W;N406Y;N406W;A86 SudEst Int;A86 SudEst Ext;N186 Int;N186 Ext;A86 Sud Int;A86 Sud Ext;A6A Y;A6A W;A6B Y;A6B W;A106Y;A106W;N7Y;N7W;N6 Y;N6 W;N104 SE Int;N104 SE Ext;N104 SO Int;N104 SO Ext;A6Y;A6W;A10Y;A10W;A126 Int;A126 Ext;N118 Sud Y;N118 Sud W;N118N Y;N118N W;A86 SO Int;A86 SO Ext;N10Y;N10W;N12Y;N12W;A12Y;A12W;A13 Y;A13 W;A13 Nord Y;A13 Nord W;N13 Y;N13 W;N186 Int;N186 Ext;N184O Int;N184O Ext;A15 Y;A15 W;N315Y;N315W;D914;A14 Y;A14 W;A86 NO Int;A86 NO Ext
;nuit  du; ;au;;;intérieur;extérieur;;A1;A3;A4;A6b;A13;;;;;;;;;;;;;PR0 a 19;PR19 a 0;PR0 a 25;PR25 a 0;;PR0 à 11;PR11 à 0;;;;;;;A3>77;77>A3;;;;;RD7/A3;A3/RD7;A3/A4;Ext.A4/A3;Int.;Ext.;int A1>N2;Ext N2>A1;int A1>N2;Ext N2>A1;;;A104/N330;;;;Int.N2>A4;Ext.A4>N2;;;Int.A4>N6;Ext.N6>A4;N406>N104;N104>N406;A86>N19;N19>A86;int A4>A6;ext A6>A4;PR46 a 49;PR49 a 46;int A6/N118;ext N118/A6;;;;;Y;W;Y;W;;;Int.A5a>A6;Ext.A6>A5a;Int.A6>N118;Ext.N118>A6;PR9 à 45;PR45 à 9;;;int.A6>A10;Ext.A10>A6;A86>A10;A10>A86;Sèvres>A86;A86>Sèvres;Int.PR52/63;Ext.PR63/52;A12>A10;A10>A12;A86>PR63;PR63>A86;;;BP/A12;A12/BP;A12/SAPN;SAPN/A12;;;;;;;Sud;;;;;N13 Neuilly;N13 Neuilly;int D913/D7;ext D7/D913
;mardi;19;;mercredi;20;Gentilly>Dauphine;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;0;0;0;0;0;Taverny;Taverny;0;0;"SC PR20à24;8";"SC PR24;8à20";0;0;0;Sortie RD40;0;0;Bagnolet>ADP;ADP>PR15;92>SDF;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D5>A6;A6>A4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR45 à 59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 7;0;0;0;0;0;tunnel;0;0;0;0;0;0;0;0;0;0;0;A86>N13 + tunnel;A15>93;0
;mercredi;20;;jeudi;21;0;Maillot>Gentilly;0;0;0;0;0;S;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;0;0;0;0;0;0;"PR0;8 à 0";0;PR14 à 8;"SC PR20à24;8";"SC PR24;8à20";0;0;0;Sortie RD40;0;0;Bagnolet>Rosny + PR16>ADP;ADP>Bagnolet;92>SDF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR16 à 19;PR19 à 16;0;0;A4>D5;0;PR46 à 49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR45 à 59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sortie 4>93;D914>A14
;jeudi;21;;vendredi;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;0;0;0;0;0;0;0;"PR7;5 à PR10";0;"SC PR20à24;8";"SC PR24;8à20";0;0;0;Sortie RD40;0;0;PR16>ADP;ADP>Bagnolet;92>SDF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR16 à 19;PR19 à 16;0;0;A4>D5;0;PR46 à 49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR45 à 59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sortie 4>93;D914>A14
;ven;22;;sam;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;23;;dim;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;24;;lun;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;25;;mardi;26;Villette>Lilas;0;0;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PR17 à 27;9";0;0;0;"PR0;8 à 0";PR8 à 10;PR14 à 6;0;0;0;0;0;0;Chapelle>Sanef;Roissy>Chapelle;0;0;92>SDF;0;0;0;0;0;PR13 à 9;0;PR13 à 9;0;0;0;0;0;0;0;0;0;PR0 à 5;PR5 à 0;A5a>A6;N4>A4;0;0;0;0;0;0;0;0;0;0;0;"PR4;2>BP";0;0;0;0;0;0;0;0;A5a>A6;0;PR37 à 44;0;0;0;0;0;0;0;PR7 à 15;PR15 à 7;0;0;0;0;0;0;PR45 à 35 Chennevieres;PR35 à 45 Chennevieres;PR0 à 7;0;0;0;0;0;0;0;0;0;"Int Conflans PR21;5à22;6";0;0;0;0;0;0;0;0;A15>93;D914>A14
;mardi;26;;mercredi;27;Villette>Lilas;0;0;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PR17 à 27;9";0;0;0;"PR0;8 à 0";PR8 à 10;PR14 à 6;0;0;0;0;0;0;Chapelle>Sanef;Roissy>Chapelle;0;0;92>SDF;0;0;0;0;0;PR13 à 9;0;PR13 à 9;0;0;0;0;0;0;0;0;0;PR0 à 5;PR5 à 0;A5a>A6;N4>A4;0;0;0;0;0;0;0;0;0;0;0;"PR4;2>BP";0;0;0;0;0;0;0;0;A5a>A6;0;PR37 à 44;0;0;0;0;0;0;0;PR7 à 15;PR15 à 7;0;0;0;0;0;0;PR45 à 35 Chennevieres;PR35 à 45 Chennevieres;PR0 à 7;0;0;0;0;0;0;0;0;0;0;"Conflans PR22;8à21;5";0;0;0;0;0;0;0;A15>93;D914>A14
;mercredi;27;;jeudi;28;Villette>Lilas;0;0;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PR17 à 27;9";0;0;0;"PR0;8 à 0";PR8 à 10;PR14 à 6;0;0;0;0;0;0;Chapelle>Sanef;Roissy>Chapelle;0;0;0;0;0;0;0;0;PR13 à 9;0;PR13 à 9;0;0;0;0;0;0;0;0;0;0;0;A5a>A6;0;0;0;Y;W;0;0;0;0;0;0;0;"PR4;2>BP";0;0;0;0;0;0;0;0;A5a>A6;0;PR37 à 44;0;0;0;0;0;0;0;PR7 à 15;PR15 à 7;0;0;0;0;0;0;PR45 à 35 Chennevieres;PR35 à 45 Chennevieres;PR0 à 7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A15>D7;D914>A14
;jeudi;28;;vendredi;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PR17 à 27;9";0;0;0;"PR0;8 à 0";PR8 à 10;PR14 à 6;0;0;0;0;0;0;Soissons>Sanef;Roissy>Chapelle;0;0;0;0;0;0;0;0;PR13 à 9;0;PR13 à 9;0;0;0;0;0;0;0;0;0;0;0;A5a>A6;0;0;0;Y;W;0;0;0;0;0;0;0;"PR4;2>BP";0;0;0;0;0;0;0;0;A5a>A6;0;PR37 à 44;0;0;0;0;0;0;0;PR7 à 15;PR15 à 7;0;0;0;0;0;0;PR45 à 35 Chennevieres;PR35 à 45 Chennevieres;PR0 à 7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A15>D7;D914>A14
avril;ven;29;;sam;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;30;;dim;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;31;;lun;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;1;;mardi;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;mardi;2;;mercredi;3;Dauphine>Bagnolet;0;0;E;0;0;0;0;0;0;0;0;0;PR35 à 25;0;0;0;0;0;0;0;0;0;0;0;0;"PR0;8 à 0";PR8 à 10;PR14 à 8;0;0;0;0;0;0;Chapelle>SANEF;Roissy>Chapelle;0;0;0;0;A3>RD42;0;Int;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A6>N20;N20 > A6;BP>PR6;"PR4;2>BP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR52 à 60 Antony;PR52 à 54 Antony;0;"PR49;5 à 44";"PR55;4 à 63";0;0;0;0;0;PR12 à 25;0;0;0;0;0;0;0;0;0;Y;W;0;0;0;0;0
;mercredi;3;;jeudi;4;0;Bagnolet>Maillot;0;O;N;0;0;0;0;0;0;0;0;PR35 à 25;0;0;0;0;0;0;0;0;PR0 à 13;0;0;0;0;"SC PR7;5 à 10";0;0;0;0;0;0;0;Chapelle>SANEF;Roissy>Chapelle;0;0;92>SDF;0;A3>RD42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A6>N20;N20 > A6;BP>PR6;"PR4;2>BP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR52 à 60 Antony;PR52 à 54 Antony;0;"PR49;5 à 44";"PR55;4 à 63";0;0;0;0;0;PR12 à 25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sortie 4>93;0
;jeudi;4;;vendredi;5;0;0;0;0;0;0;0;0;0;0;0;0;0;PR35 à 25;0;0;0;0;0;0;0;0;PR0 à 13;0;0;0;"PR0;8 à 0";PR8 à 10;PR14 à 8;0;0;0;0;0;0;Chapelle>SANEF;Roissy>Chapelle;0;0;92>SDF;0;A3>RD42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A6>N20;N20 > A6;BP>PR6;"PR4;2>BP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR52 à 60 Antony;PR52 à 54 Antony;0;"PR49;5 à 44";"PR55;4 à 63";0;0;0;0;0;PR12 à 25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sortie 4>93;0
;ven;5;;sam;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;6;;dim;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;7;;lun;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;8;;mardi;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR14 à 0;0;0;0;0;0;"PR 20 à 24;9";"PR24;9 à 20";0;0;0;0;Chapelle>ADP;Roissy>Chapelle;0;0;92>SDF;0;A3>RD42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VL D334-D34;0;PR13 à 4;0;N6>A5b;0;0;0;0;0;0;0;PR49 à 46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RN440;RN440;PR9 à 28;0;0;0;0;0;"PR2;5 à 15";A10>A86;0;0;0;PR60 à 52;0;"PR49;5à44";"PR55;4 à 63 +VL-PR35";0;0;0;0;PR13 à 0;0;0;Y;0;0;0;0;0;0;0;0;0;0;RN13 Y;0;A15>93;0
;mardi;9;;mercredi;10;Gentilly>Dauphine;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR14 à 0;0;0;0;0;0;"PR 20 à 24;9";"PR24;9 à 20";0;0;0;0;Chapelle>ADP;Roissy>Chapelle;0;0;92>SDF;0;A3>RD42;0;Int;0;0;0;0;0;0;0;0;0;0;0;0;VL D334-D34;0;PR13 à 4;0;N6>A5b;0;0;0;0;0;0;0;PR49 à 46;0;0;0;0;0;"PR4;5 à 0";0;0;0;0;0;0;0;0;RN440;RN440;PR9 à 28;0;0;0;0;0;"PR2;5 à 15";A10>A86;0;0;0;PR60 à 52;0;"PR49;5à44";"PR55;4 à 63 +VL-PR35";0;0;0;0;PR13 à 0;0;0;Y;0;0;0;0;0;0;0;0;0;0;RN13 Y;0;A15>93 D913>A14;0
;mercredi;10;;jeudi;11;0;Maillot>Chatillon;0;0;0;0;0;S;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR14 à 0;0;0;0;0;0;"PR 20 à 24;9";"PR24;9 à 20";0;0;0;0;0;0;0;0;92>A3;A3>D7;A3>RD42;;0;0;0;0;0;0;0;0;0;0;0;0;0;VL D334-D34;PR4 à 13;0;A5b>N6;0;0;0;0;0;0;0;0;PR49 à 46;0;0;0;0;BP> Rungis;HA12N> BP;0;0;0;0;0;0;0;0;RN440;RN440;PR9 à 28;0;0;0;0;0;"PR2;5 à 15";A10>A86;0;0;0;0;0;"PR49;5à44";"PR55;4 à 63 +VL-PR35";0;0;0;0;PR13 à 0;0;0;Y;0;0;0;0;0;0;0;0;0;0;RN13 Y;0;A15>93;93>D7>A15
;jeudi;11;;vendredi;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR14 à 0;0;0;0;0;0;"PR 20 à 24;9";"PR24;9 à 20";0;0;0;0;0;0;0;0;92>A3;A3>D7;A3>RD42;;Int;Ext;0;0;0;0;0;0;0;0;0;0;0;VL D334-D34;PR4 à 13;0;A5b>N6;0;0;0;0;0;0;0;0;PR49 à 46;0;0;0;0;BP> Rungis;HA12N> BP;0;0;0;0;0;0;0;0;RN440;RN440;PR9 à 28;0;0;0;0;0;"PR2;5 à 15";A10>A86;0;0;0;PR60 à 52;0;"PR49;5à44";"PR55;4 à 63 +VL-PR35";0;0;0;0;PR13 à 0;0;0;Y;0;0;0;0;0;0;0;0;0;0;RN13 Y;0;A15>93;93>D7>A15
;ven;12;;sam;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;13;;dim;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;14;;lun;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;15;;mardi;16;0;0;0;0;0;0;0;0;0;0;0;Bret A4xA104;0;0;0;0;0;0;0;0;0;0;0;0;0;SC PR0 à 11;0;0;0;0;0;0;0;0;0;0;0;Bagnolet>Rosny + PR16>ADP;ADP>Bagnolet;0;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bret A4xA104;N4>A5b;0;0;0;0;0;A4>PR41;0;0;0;0;0;0;0;0;0;0;0;Y;W;0;0;0;0;0;0;PR9 à 28 RN440;0;0;Les Ulis> Wissous;0;PR6 à 1;0;0;0;0;0;0;PR40 à 50;PR50 à 40;0;0;0;0;PR0 à 13;0;0;0;0;W;0;0;0;0;0;0;0;0;0;0;A14 +RN13w +Tunnel;0;0
;mardi;16;;mercredi;17;Lilas>Orléans;0;0;0;S;0;0;0;0;0;0;Bret A4xA104;0;0;0;0;0;0;0;0;0;0;PR0 à A16W;0;0;SC PR0 à 11;0;0;0;0;0;0;0;0;0;0;0;Bagnolet>Rosny + PR16>ADP;ADP>Bagnolet;0;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bret A4xA104;N4>A5b;0;0;0;0;0;0;PR41>A4;0;0;0;0;0;0;0;0;Y;W;0;0;0;0;0;0;0;0;PR9 à 28 RN440;0;0;Les Ulis> Wissous;0;PR6 à 1;0;0;0;0;0;0;basculement Ablis PR44à40;0;0;0;0;0;PR0 à 13;0;0;0;0;W;0;0;0;0;0;0;0;0;0;0;A14 +RN13w +Tunnel;0;0
;mercredi;17;;jeudi;18;0;Brancion>Bagnolet;0;0;0;N;E;0;0;0;0;Bret A4xA104;0;0;0;0;0;0;0;0;0;0;PR0 à A16W;0;0;SC PR0 à 11;0;0;0;0;0;0;0;0;0;0;0;Bagnolet>ADP;ADP>Bobigny;0;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bret A4xA104;N4>A5b;0;0;0;0;0;A4>PR41;0;0;0;0;0;0;0;0;HA12N>BP;Y;W;0;0;0;0;0;0;0;0;PR9 à 28 RN440;0;0;Les Ulis> Wissous;0;PR6 à 1;0;0;0;0;0;0;basculement Ablis PR44à40;0;0;0;0;0;PR0 à 13;0;0;0;0;W;0;0;0;0;0;0;0;0;0;0;Défense7>N13;0;0
;jeudi;18;;vendredi;19;Vincennes>Ivry;0;0;0;0;0;0;0;0;0;0;Bret A4xA104;0;0;0;0;0;0;0;0;0;0;PR0 à A16W;0;0;SC PR0 à 11;0;0;0;0;0;0;0;0;0;0;0;PR16>ADP;ADP>Bobigny;0;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bret A4xA104;N4>A5b;0;0;0;0;0;0;PR41>A4;0;0;0;0;0;0;²;0;Y;W;0;0;0;0;0;0;0;0;PR9 à 28 RN440;0;0;Les Ulis> Wissous;0;PR6 à 1;0;0;0;0;0;0;basculement Ablis PR44à40;0;0;0;0;0;PR0 à 13;0;0;0;0;W;0;0;0;0;0;0;0;0;0;0;Défense7>N13;0;0
;ven;19;;sam;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;20;;dim;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;21;;lun;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;22;;mardi;23;Villette>Lilas;0;VSB E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR27 à 0;0;0;SC PR11 à 0;0;0;0;0;0;0;0;0;0;0;0;0;92>A3;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D34>N2;Bret  A4Y vers A86Int;Paris centre;0;0;0;0;0;0;0;A6>A4;0;0;0;0;0;"PR4;2>BP";0;0;0;0;0;0;0;0;0;0;0;0;PR9 à 28 RN440;0;0;Les Ulis> Wissous;0;PR6 à 1;0;0;PR6 à 7;0;0;0;basculement Ablis PR44à40;0;0;VL PR60 à 58;0;0;PR 0 à 8;PR 8 à 0;0;0;0;0;0;0;PR12 à 14;PR14 à 12;0;0;0;0;0;0;0;0;93>D7>D19
;mardi;23;;mercredi;24;Villette>Lilas;Maillot>Chatillon;0;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR27 à 0;0;0;SC PR11 à 0;0;0;0;0;0;0;0;0;0;0;0;0;92>A3;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D34>N2;Bret  A4Y vers A86Int;0;0;0;PR16 à 19;PR19 à 16;0;0;0;A6>A4;0;0;0;0;0;"PR4;2>BP";0;0;0;0;0;0;0;0;0;0;0;0;PR9 à 28 RN440;0;0;Les Ulis> Wissous;0;PR6 à 1;0;0;PR6 à 7;0;0;0;basculement Ablis PR44à40;0;0;VL PR60 à 58;0;0;PR 0 à 13;PR 8 à 0;0;0;0;0;0;0;PR12 à 14;PR14 à 12;0;0;0;0;0;0;0;0;93>D7>D19
