2024; ;;;;;PARIS;;;Bretelles pour BP;;;;;SANEF;;;;SAPN;;;;COFIROUTE;;;;AGER NORD;;;;;;;;;;;;;;;;;;;;;AGER NORD et EST;;AGER EST;;;;;;;;;;;;;;;;;;;;;;AGER Est et Sud;;AGER SUD;;;;;;;;;;;;;;;;;;;;;;;;;;AGER OUEST;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;; ; ;; ;75BP Int;75BP Ext;autres;A1;A3;A4;A6b;A13;A1 Y;A1 W;A4San Y;A4San W;A13 Y;A13 W;A14 Y;A14 W;COFA86 Y;COFA86 W;A10COF Y;A10COF W;N184 Int;N184 Ext;N104N Int;N104N Ext;N1/A16;A115 Y;A115 W;A15 Y;A15 W;N14 Y;N14 W;N2_93 Y;N2_93 W;A104N Int;A104N Ext;A1 Y;A1 W;A3 Y;A3 W;A86 Nord Int;A86 Nord Ext;A86 Est Int;A86 Est Ext;N486 Pont W;N486 Pont Y;N1104 Int;N1104 Ext;N1104 Int;N1104 Ext;N2 Y;N2 W;N3 Y;N3 W;N4 Y;N4 W;A104 Est Int;A104 Est Ext;A4 Y;A4 W;N104 Est Int;N104 Est Ext;N19Y;N19W;N406Y;N406W;A86 SudEst Int;A86 SudEst Ext;N186 Int;N186 Ext;A86 Sud Int;A86 Sud Ext;A6A Y;A6A W;A6B Y;A6B W;A106Y;A106W;N7Y;N7W;N6 Y;N6 W;N104 SE Int;N104 SE Ext;N104 SO Int;N104 SO Ext;A6Y;A6W;A10Y;A10W;A126 Int;A126 Ext;N118 Sud Y;N118 Sud W;N118N Y;N118N W;A86 SO Int;A86 SO Ext;N10Y;N10W;N12Y;N12W;A12Y;A12W;A13 Y;A13 W;A13 Nord Y;A13 Nord W;N13 Y;N13 W;N186 Int;N186 Ext;N184O Int;N184O Ext;A15 Y;A15 W;N315Y;N315W;D914;A14 Y;A14 W;A86 NO Int;A86 NO Ext
;nuit  du; ;au;;;intérieur;extérieur;;A1;A3;A4;A6b;A13;;;;;;;;;;;;;PR0 a 19;PR19 a 0;PR0 a 25;PR25 a 0;;PR0 à 11;PR11 à 0;;;;;;;A3>77;77>A3;;;;;RD7/A3;A3/RD7;A3/A4;Ext.A4/A3;Int.;Ext.;int A1>N2;Ext N2>A1;int A1>N2;Ext N2>A1;;;A104/N330;;;;Int.N2>A4;Ext.A4>N2;;;Int.A4>N6;Ext.N6>A4;N406>N104;N104>N406;A86>N19;N19>A86;int A4>A6;ext A6>A4;PR46 a 49;PR49 a 46;int A6/N118;ext N118/A6;;;;;Y;W;Y;W;;;Int.A5a>A6;Ext.A6>A5a;Int.A6>N118;Ext.N118>A6;PR9 à 45;PR45 à 9;;;int.A6>A10;Ext.A10>A6;A86>A10;A10>A86;Sèvres>A86;A86>Sèvres;Int.PR52/63;Ext.PR63/52;A12>A10;A10>A12;A86>PR63;PR63>A86;;;BP/A12;A12/BP;A12/SAPN;SAPN/A12;;;;;;;Sud;;;;;N13 Neuilly;N13 Neuilly;int D913/D7;ext D7/D913
;sam;1;;dim;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;2;;lun;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;3;;mardi;4;Villette>Bagnolet;0;0;E;0;0;0;0;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;SC PR2à10;0;"PR12;3 à 27";PR14 à 0;0;0;0;0;0;0;0;0;0;0;0;Chapelle>SANEF;SANEF>Chapelle;0;0;92>SDF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D34>N2;PR7 à 13;PR13 à 7;0;A5b>N4;0;0;0;0;0;0;0;0;A6>N20-A;N20 > A6-A;PR2> PR6;Wissous> BP;0;0;0;0;0;0;0;0;0;0;0;0;0;PR28 à 9;Wissous> Les Ulis;0;PR1 à 6;0;0;0;0;0;Antony-Fresnes;PR63 à 60 Antony-F;0;0;0;PR28 à 18;0;0;PR0 à 13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D992>A15;0
;mardi;4;;mercredi;5;Dauphine>Bagnolet;0;0;E;0;0;0;0;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;SC PR2à10;0;"PR12;3 à 27";PR14 à 0;0;0;0;0;0;0;0;0;0;0;0;Chapelle>SANEF;SANEF>Chapelle;0;0;92>SDF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D34>N2;PR7 à 13;PR13 à 7;0;A5b>N4;0;0;0;0;0;0;0;0;A6>N20-A;N20 > A6-A;PR2> PR6;Wissous> BP;0;0;0;0;0;0;0;0;0;0;0;0;0;PR28 à 9;Wissous> Les Ulis;0;PR1 à 6;0;0;0;0;0;Antony-Fresnes;PR63 à 60 Antony-F;0;0;0;PR28 à 18;0;0;PR0 à 13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D992>A15;0
;mercredi;5;;jeudi;6;0;Bagnolet>Maillot;0;O;N;0;0;0;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;SC PR2à10;0;"PR12;3 à 27";PR14 à 0;0;0;0;0;0;0;0;0;0;0;0;Chapelle>SANEF;SANEF>Chapelle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D34>N2;0;0;0;A5b>N4;0;0;Y;W;0;0;0;0;A6>N20-A;N20 > A6-A;PR2> PR6;Wissous> BP;0;0;0;0;0;0;0;0;0;0;0;0;0;PR28 à 9;Wissous> Les Ulis;0;PR1 à 6;0;0;0;0;0;Antony-Fresnes;PR63 à 60 Antony-F;0;0;0;PR28 à 18;0;0;PR0 à 13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D992>A15;0
;jeudi;6;;vendredi;7;0;Bagnolet>Maillot;0;O;N;0;0;0;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;SC PR2à10;0;"PR12;3 à 27";PR14 à 0;0;0;0;0;0;0;0;0;0;0;0;Chapelle>SANEF;SANEF>Chapelle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D34>N2;0;0;0;A5b>N4;0;0;Y;W;0;0;0;0;A6>N20-A;N20 > A6-A;PR2> PR6;Wissous> BP;0;0;0;0;0;0;0;0;0;0;0;0;0;PR28 à 9;Wissous> Les Ulis;0;PR1 à 6;0;0;0;0;0;Antony-Fresnes;PR63 à 60 Antony-F;0;0;0;PR28 à 18;0;0;PR0 à 13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D992>A15;0
;ven;7;;sam;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;8;;dim;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;9;;lun;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;10;;mardi;11;0;Brancion>Bagnolet;0;0;0;N;E;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;"PR11 à1;8";0;"PR0 à 12;3";0;0;0;PR11 à 6;0;0;0;0;0;0;0;0;0;0;Bagnolet>Rosny + PR16>ADP;ADP>Bagnolet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Paris Nord;0;A5b>N4;0;0;0;0;A4>A6;0;0;0;0;0;0;0;0;PR9 à 7;0;0;0;0;0;0;0;0;0;0;0;PR28 à 9;Wissous> Les Ulis;0;PR1 à 6;0;0;0;0;0;0;PR63 à 60;0;0;0;PR28 à 18;0;0;PR0 à 8;PR13 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D913>A14;0
;mardi;11;;mercredi;12;Lilas>Orléans;0;0;0;S;0;0;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;"PR11 à1;8";0;"PR0 à 12;3";0;0;0;PR11 à 6;0;0;0;0;0;0;0;0;0;0;Bagnolet>Rosny + PR16>ADP;ADP>Bagnolet;0;0;0;0;RN486 Int;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BPI;0;A5b>N4;0;0;0;0;A4>A6;0;0;0;0;0;0;0;0;PR9 à 7;0;0;0;0;0;0;0;0;0;0;0;PR28 à 9;Wissous> Les Ulis;0;PR1 à 6;0;0;0;0;0;0;PR63 à 60;0;0;0;PR28 à 18;0;0;PR0 à 8;PR13 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D914>D913
;mercredi;12;;jeudi;13;0;Brancion>Bagnolet;0;0;0;N;E;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;"PR11 à1;8";0;"PR0 à 12;3";0;0;0;PR11 à 6;0;0;0;0;0;0;0;0;0;0;Bagnolet>ADP;ADP>Bobigny;0;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Paris Nord;0;N6>A5b;0;0;A86>N19;0;A4>A6;0;0;0;0;0;0;0;0;PR9>BP;Y;W;0;0;0;0;0;0;0;0;0;PR28 à 9;Wissous> Les Ulis;0;PR1 à 6;0;0;0;0;0;0;PR63 à 60;0;0;0;PR28 à 18;0;0;PR0 à 8;PR13 à 0;0;0;0;0;0;0;0;0;0;0;Y;W;0;0;0;D992>A15;93>D7
;jeudi;13;;vendredi;14;Quai d’Issy>Muette;0;0;0;0;0;0;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;"PR11 à1;8";0;"PR0 à 12;3";0;0;0;PR11 à 6;0;0;0;0;0;0;0;0;0;0;Bagnolet>ADP;ADP>Bobigny;0;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N6>A5b;0;0;A86>N19;0;A4>A6;0;0;0;0;0;0;0;0;0;Y;W;0;0;0;0;0;0;0;0;0;PR28 à 9;Wissous> Les Ulis;0;PR1 à 6;0;0;0;0;0;0;PR63 à 60;0;0;0;PR28 à 18;0;0;PR0 à 8;PR13 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D992>A15;93>D7
;ven;14;;sam;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;15;;dim;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;16;;lun;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;fermeture H24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;17;;mardi;18;Quai d’Issy>Muette;0;0;0;0;0;0;N;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;0;0;0;0;0;PR22 à 14;0;0;0;0;RD40>N2;0;Chapelle>ADP;SANEF>Chapelle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N2>D34;0;0;0;0;0;PR16 à 19;PR19 à 16;0;0;A4>A6;0;0;0;0;0;0;0;0;0;0;0;Y;W;0;PR12 à 1 CD91;0;0;0;PR58 à 44;0;0;0;0;0;0;0;0;RN118 Y;0;0;PR60 à 52;0;"PR19 à 17;1";0;0;0;PR7 à 0;PR0 à 8;0;0;0;Tunnel;0;0;0;0;0;0;0;0;0;0;N13>A86;B5;0;0
;mardi;18;;mercredi;19;Quai d’Issy>Chapelle;0;0;0;0;0;0;N;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;0;0;0;0;0;PR22 à 14;0;0;0;0;RD40>N2;0;Chapelle>ADP;SANEF>Chapelle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N2>D34;0;0;0;0;0;PR16 à 19;PR19 à 16;0;0;A4>A6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR12 à 1 CD91;0;0;0;PR58 à 44;0;0;0;0;0;0;0;0;RN118 Y;0;0;PR60 à 52;0;"PR19 à 17;1";0;0;0;PR7 à 0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N13>A86;0;0;0
;mercredi;19;;jeudi;20;0;Muette>A13;VSB E;0;0;0;0;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;0;0;0;0;0;PR22 à 14;0;0;0;0;RD40>N2;0;0;0;0;0;N410>A3;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N2>D34;0;PR0 à 5;0;0;0;PR16 à 19;PR19 à 16;0;0;A4>A6;0;0;0;A6>N20;N20 > A6;0;0;0;0;0;0;0;0;0;PR12 à 1 CD91;0;0;0;PR58 à 44;0;0;0;0;0;0;0;0;RN118 Y;0;Tunnel Antony;PR60 à 52;0;"PR19 à 17;1";0;0;0;PR7 à 0;PR0 à 8;0;0;0;Tunnel;0;0;0;0;0;0;0;0;0;0;0;A86>N13;0;0
;jeudi;20;;vendredi;21;0;Maillot>A13;VSB E;0;0;0;0;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;0;0;0;0;0;PR22 à 14;0;0;0;0;RD40>N2;0;0;0;0;0;N410>A3;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N2>D34;0;PR0 à 5;Paris Centre;0;0;PR16 à 19;PR19 à 16;0;0;A4>A6;0;0;0;A6>N20;N20 > A6;0;0;0;0;0;0;0;0;0;PR12 à 1 CD91;0;0;0;PR58 à 44;0;0;0;0;0;0;0;0;RN118 Y;0;Tunnel Antony;PR60 à 52 Antony;0;"PR19 à 17;1";0;0;0;PR7 à 0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A86>N13;0;0
;ven;21;;sam;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;22;;dim;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;23;;lun;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;24;;mardi;25;Lilas>Orléans;Muette>A13;VSB E;0;S;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PR12;5 à 21";0;0;0;0;0;RD40>N2;0;0;0;0;0;92>A3;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 5;PR5 à 0 ParisCentre;A5b>N6;0;0;0;0;0;0;0;0;0;0;0;0;0;BP> Hay;Hay> BP;0;0;0;0;0;PR12 à 1 CD91;0;0;0;PR58 à 44;0;0;0;0;0;0;0;0;0;0;PR59 à 63;0;0;"PR19 à 17;1";PR18 à 22;0;PR0 à 7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sortie 4 >93;93>D7>A15
;mardi;25;;mercredi;26;0;Maillot>Chatillon;VSB E;0;0;0;0;S;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PR12;5 à 21";0;0;0;0;0;RD40>N2;0;0;0;0;0;92>A3;A3>D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 5;PR5 à 0 ParisCentre;A5b>N6;0;0;0;0;0;0;0;0;0;0;0;0;0;BP> Hay;Hay> BP;0;0;0;0;0;PR12 à 1 CD91;0;0;0;PR58 à 44;0;0;0;0;0;0;0;0;0;0;PR59 à 63;0;0;"PR19 à 17;1";PR18 à 22;0;PR0 à 7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sortie 4 >93;93>D7>A15
;mercredi;26;;jeudi;27;Gentilly>Dauphine;0;VSB E;0;0;0;0;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PR12;5 à 21";0;0;0;0;0;A3>RD40;RD40>A3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 5;PR5 à 0;A5b>N6;0;0;0;0;0;0;0;0;0;0;0;0;Hay> BP;0;0;Y;W;0;0;0;PR12 à 1 CD91;0;0;0;PR58 à 44;0;0;0;0;0;0;0;0;0;0;PR59 à 63;0;0;"PR19 à 17;1";PR18 à 22;0;PR0 à 7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D914>A15;0
;jeudi;27;;vendredi;28;Dauphine>Bagnolet;0;0;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PR12;5 à 21";0;0;0;0;0;A3>RD40;RD40>A3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 5; ;A5b>N6;0;0;0;0;0;0;0;0;0;0;0;0;Hay> BP;0;0;Y;W;0;0;0;PR12 à 1 CD91;0;0;0;PR58 à 44;0;0;0;0;0;0;0;0;0;0;PR59 à 63;0;0;"PR19 à 17;1";PR18 à 22;0;PR0 à 7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D914>A15;0
juillet;ven;28;;sam;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;29;;dim;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;30;;lun;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;1;;mardi;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;0;0;Taverny;Taverny;0;0;0;0;0;0;0;0;Chapelle>Sanef;Sanef>Chapelle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A4>N4;0;0;0;0;0;0;PR41>A4;0;ext;0;0;0;0;0;0;0;0;0;0;0;0;A5a>A6;0;A6>N118;0;0;0;0;0;0;0;0;0;RN118 Y;0;0;0;0;0;0;0;0;0;PR13 à 0;PR0 à 13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D19>D914
;mardi;2;;mercredi;3;Dauphine>Bagnolet;0;0;E;0;0;0;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;0;0;Taverny;Taverny;0;0;0;0;0;0;0;0;Chapelle>Sanef;Sanef>Chapelle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A4>N4;0;0;0;0;0;0;PR41>A4;0;0;0;0;0;0;0;0;0;0;Y;W;0;0;A5a>A6;0;A6>N118;0;0;0;0;0;0;0;0;0;RN118 Y;0;0;0;0;0;0;0;0;0;PR13 à 0;PR0 à 13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D19>D914
;mercredi;3;;jeudi;4;0;Bagnolet>Maillot;0;O;N;0;0;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;0;0;Taverny;Taverny;0;0;0;0;0;0;0;0;Chapelle>Sanef;Sanef>Chapelle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D5>A6;A6>A4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A5a>A6;0;A6>N118;0;0;0;0;0;0;0;0;0;RN118 Y;0;0;0;0;0;0;0;0;0;PR13 à 0;PR0 à 13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D992>A15;0
;jeudi;4;;vendredi;5;0;Bagnolet>Pantin;0;0;0;0;0;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;0;0;Taverny;Taverny;0;0;0;0;0;0;0;0;Chapelle>Sanef;Sanef>Chapelle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D5>A6;A6>A4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A5a>A6;0;A6>N118;0;0;0;0;0;0;0;0;0;RN118 Y;0;0;0;0;0;0;0;0;0;PR13 à 0;PR0 à 13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D992>A15>93;0
;ven;5;;sam;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;6;;dim;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;7;;lun;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;8;;mardi;9;0;Maillot>Chatillon;0;0;0;0;0;S;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92>N2;A3>D7;A3>A4;A4>A3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR4 à 13+bretelle A4>A104ext;bretelle A4>A104ext;0;0;0;0;0;0;0;0;0;0;Fresnes > Antony;Antony > Fresnes;0;0;0;0;0;0;0;0;0;0;0;A6>A5a;0;PR45 à 40;0;0;0;0;0;0;PR0 à 15;PR15 à 0;PR5 à 7;"PR7 à 3;8";Antony;Antony;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D992>A15;93>D7
