;;Secteur;AGER Nord Eragny;;;;;;;;;;;;;;;;;;;;AGER Nord SD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AGER Nord et Est;;;AGER Est;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AGER Est et Sud;;;;;AGER Sud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AGER Ouest;;;;;;;;;;;;;;;;;;;;;;;;;;;AGER Ouest Nan;;;;;;;;;;;;;;;;;Ville de Paris;;;;;;;;;;;;;;;
;;Axe;A15 Y;A15 Y;A15 W;A15 W;A115 Y;A115 W;N14 Y;N14 W;N184 Int;N184 Int;N184 Int;N184 Int;N184 Ext;N184 Ext;N184 Ext;N184 Ext;N104N Int;N104N Int;N104N Ext;N104N Ext;A1 Y;A1 Y;A1 Y;A1 Y;A1 Y;A1 Y;A1 Y;A1 W;A1 W;A1 W;A1 W;A3 Y;A3 Y;A3 Y;A3 Y;A3 Y;A3 W;A3 W;A3 W;A3 W;A3 W;A104N Int;A104N Ext;A86 Nord Int;A86 Nord Int;A86 Nord Int;A86 Nord Ext;A86 Nord Ext;A86 Nord Ext;;A86 Est Int;A86 Est Ext;;N486 pont Y;N486 pont W;N1104 Int;N1104 Ext;N2 Y;N2 Y;N2 W;N2 W;N3 Y;N3 W;N4 Y;N4 W;N36 Int;N36 Int;N36 Ext;N36 Ext;N330 W;N330 Y;A104 Int;A104 Int;A104 Ext;A104 Ext;A140 W;A140 Y;A4 Y;A4 Y;A4 Y;A4 Y;A4 Y;A4 W;A4 W;A4 W;A4 W;A4 W;N104 Int;N104 Int;N104 Int;N104 Int;N104 Ext;N104 Ext;N104 Ext;N104 Ext;N19 Y;N19 W;N406 Y;N406 W;;A86 SudEst Int;A86 SudEst Int;A86 SudEst Ext;A86 SudEst Ext;;N186 Int;N186 Ext;A86 Sud Int;A86 Sud Ext;A6a Y;A6a Y;A6a W;A6a W;A6b Y;A6b Y;A6b Y;A6b W;A6b W;A6b W;A106 Y;A106 W;N7 Y;N7 W;N6 Y;N6 W;N104 Int;N104 Int;N104 Int;N104 Int;N104 Ext;N104 Ext;N104 Ext;N104 Ext;A6 Y;A6 Y;A6 Y;A6 W;A6 W;A6 W;A10 Y;A10 Cof Y;A10 W;A10 Cof W;A126 Int;A126 Int;A126 Ext;A126 Ext;N118 Y;N118 Y;N118 Y;N118 W;N118 W;N118 W;;N118N Y;N118N W;A86 SO Int;A86 SO Int;A86 SO Ext;A86 SO Ext;N10 Y;N10 W;N12 Y;N12 Y;N12 W;N12 W;A12 Y;A12 Y;A12 W;A12 W;A13 Y;A13 Y;A13 W;A13 W;N13 Y;N13 W;N186 Int;N186 Ext;N184 Int;N184 Ext;;N315 Y;N315 W;A15 Y;A15 W;A14 Y;A14 SAPN Y;A14 W;A14 SAPN W;N13 Y;N13 W;A86 NO Int;A86 NO Int;A86 NO Int;A86 NO Ext;A86 NO Ext;A86 NO Ext;;75BP Int;75BP Int;75BP Int;75BP Int;75BP Int;75BP Int;75BP Int;75BP Int;75BP Ext;75BP Ext;75BP Ext;75BP Ext;75BP Ext;75BP Ext;75BP Ext;75BP Ext
;A1 W;SANEF>Chapelle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b;;;;;;;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A1 W;SANEF>Roissy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A3 Y;Bagnolet>Rosny;;;;;;;;;;;;;;;;;;;;;x;x;x;x;;;;;;;;b;;;;;;;;;;;;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;
;A3 Y;Bagnolet>Bobigny;;;;;;;;;;;;;;;;;;;;;x;x;x;x;;;;;;;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;
;A3 Y;Bagnolet>Roissy;;;;;;;;;;;;;;;;;;;;;x;x;x;x;;;;;;;;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;
;A3 Y;Bobigny>Roissy;;;;;;;;;;;;;;;;;;;;;x;x;x;x;;;;;;;;;;;b;;n;;;;;;;;;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A3 Y;PR16>Roissy;;;;;;;;;;;;;;;;;;;;;;x;x;x;x;x;;;;;;;;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A3 W;Rosny>Bagnolet;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;n;;b;;;;;;;;;;x;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x
;A3 W;Roissy>Bobigny;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;b;;;;x;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;
;A3 W;Roissy>Bagnolet;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;;b;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x
;A3 W;ADP>Bagnolet;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;x;;;;;;;;;b;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x
;A3 W;ADP>Bobigny;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;x;;;;;;;;;;b;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;
;A104N Int;A3>77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;b;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A104N Ext;77>A3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A86 Nord Int;D7>SDF;;;;;;;;;;;;;;;;;;;;;n;;;;;;;;;;;;;;;;;x;;;;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;
;A86 Nord Int;SDF>BDL;;;;;;;;;;;;;;;;;;;;;n;;;;;;;;;;;;;;;;;x;;;;;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;
;A86 Nord Int;BDL>A3;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;x;;;;;;x;;;x;;;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;
;A86 Nord Ext;N410>D7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;
;A86 Nord Ext;BDL>N410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;
;A86 Nord Ext;A3>BDL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGER Nord et Est;A86 Est Int;A3>A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;b;;;x;;;;;;;;;;;;;;;;;;x;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
;A86 Est Ext;A4>A3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;b;;;x;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGER Est;N486 pont Y;PR0a0+560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N486 pont W;PR0a0+280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N1104 Int;PR0a100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;;;;;;;b;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N1104 Ext;PR0a100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;b;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N2 Y;PR 0 a 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;b;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N2 Y;PR 5 a 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;b;;;x;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N2 W;PR 5 a 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;b;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N2 W;PR 15 a 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;b;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N3 Y;PR0a100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;b;;;;;;;;x;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N3 W;PR0a100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b;;;;;;;;x;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N4 Y;PR0a100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b;;;;;;;;;;;;;;;;;x;x;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N4 W;PR0a100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b;;x;x;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N36 Int;PR31 a 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N36 Int;PR47 a 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;b;;;;;;;;;;;;;;;;;;;x;x;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N36 Ext;PR47 a 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;b;;;;;;;;;;;;;x;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N36 Ext;PR65 a 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b;;;;;;;;;;;;x;x;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N330 W;PR0a100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;b;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N330 Y;PR0a100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;x;;;;;;;;b;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A104 Int;PR8 a 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;x;;;;;;;;x;;;;;;;;;;;x;;b;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A104 Int;PR 15 a 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;b;;;x;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A104 Ext;PR15 a 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;x;;;b;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A104 Ext;PR29 a 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;b;;x;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A140 W;PR0a100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;b;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A140 Y;PR0a100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;b;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A4 Y;PR0 a 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;b;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x
;A4 Y;PR4 a 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b;;;;;;;;;;;;;x;x;x;x;x;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;A4 Y;PR8 a 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;b;;;;;;;;;;;;x;x;x;x;x;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A4 Y;PR18 a 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;x;;;x;x;;;;;;;;b;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
